"192.5.4.2","59"
"192.5.4.2","59"
"199.19.53.1","59"
"37.187.81.8","64"
"37.187.81.8","64"
"199.19.53.1","59"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"198.41.0.4","55"
"198.41.0.4","55"
"193.51.208.13","52"
"193.51.208.13","52"
"193.51.208.13","52"
"193.51.208.13","52"
"37.187.81.8","64"
"192.134.0.49","56"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"192.33.4.12","53"
"192.33.4.12","53"
"199.6.0.30","56"
"199.6.0.30","56"
"199.6.0.30","56"
"199.6.0.30","56"
"192.42.93.30","52"
"192.42.93.30","52"
"192.42.93.30","52"
"192.42.93.30","53"
"192.42.93.30","52"
"192.42.93.30","52"
"192.42.93.30","53"
"192.42.93.30","53"
"192.42.93.30","52"
"192.42.93.30","53"
"5.39.111.9","62"
"37.187.81.8","64"
"37.187.81.8","64"
"213.186.33.99","61"
"37.187.81.8","64"
"194.181.87.156","57"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"156.154.127.65","56"
"156.154.127.65","56"
"156.154.127.65","56"
"156.154.127.65","56"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"195.34.133.133","55"
"195.34.133.133","55"
"195.34.133.133","55"
"195.34.133.133","55"
"37.187.81.8","64"
"195.34.133.133","55"
"37.187.81.8","64"
"192.203.230.10","59"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"37.187.81.8","64"
"89.68.224.153","53"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"37.187.65.250","62"
"37.187.81.8","64"
"37.187.65.250","62"
"37.187.65.250","62"
"37.187.65.250","62"
"37.187.81.8","64"
"37.187.65.250","62"
"37.187.65.250","62"
"37.187.65.250","62"
"37.187.81.8","64"
"37.187.65.250","62"
"37.187.81.8","64"
"37.187.65.250","62"
"37.187.81.8","64"
"37.187.65.250","62"
"37.187.81.8","64"
"37.187.65.250","62"
"37.187.65.250","62"
"37.187.65.250","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"37.187.65.250","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"37.187.65.250","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"37.187.65.250","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"130.207.203.56","50"
"37.187.81.8","64"
"130.207.203.56","50"
"130.207.203.56","50"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"130.207.203.56","50"
"130.207.203.56","50"
"130.207.203.56","50"
"37.187.81.8","64"
"130.207.203.56","50"
"130.207.203.56","50"
"37.187.81.8","64"
"37.187.81.8","64"
"130.207.203.56","50"
"130.207.203.56","50"
"5.39.111.9","62"
"37.187.81.8","64"
"130.207.203.56","50"
"37.187.81.8","64"
"130.207.203.56","50"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"37.187.65.250","62"
"37.187.81.8","64"
"5.39.111.9","62"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"192.5.4.1","59"
"192.5.4.1","59"
"37.187.81.8","64"
"213.47.222.133","56"
"213.47.222.133","56"
"193.0.9.6","54"
"37.187.81.8","64"
"37.187.81.8","64"
"195.34.133.133","55"
"37.187.81.8","64"
"37.187.81.8","64"
"192.5.5.241","58"
"37.187.81.8","64"
"192.5.5.241","58"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"37.187.81.8","64"
"213.47.222.133","56"
"213.47.222.133","56"
"213.47.222.133","56"
"213.47.222.133","56"
"192.112.36.4","238"
"37.187.81.8","64"
"199.253.183.183","58"
"37.187.81.8","64"
"196.216.169.10","118"
"37.187.81.8","64"
"199.212.0.53","54"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"37.187.81.8","64"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"37.187.81.8","64"
"89.68.224.153","53"
"89.68.224.153","53"
"89.68.224.153","53"
